cif,formula
2106001,C32 H32
2001557,C44 H36 N4 O16
7209322,C10 Cd2 H8 N20
4063515,C34 Cl2 F12 H42 N2 O2 P2 Ru2
1507882,C46 Cl2 H34 N4 O8 S2
7102200,C38 H48 O6
4076268,C34 Cl4 Fe2 H32 Pd2 S4
7217200,C20 H24 N4
2218720,C44 H40 N8 O8
2203531,Ag2 C2 H8 N8
1520150,C40 H44 N4 O12
2219269,C30 H24 N4 O2
1515095,Ag4 C16 H20 N8
1516119,C46 H56 N4 O6
4077482,C16 Cl2 Cu2 H24
2213950,C32 H48 O12
2013568,C16 H20 N4 O12
1506295,C48 H36 N12
2104790,C12 H28 N4 O8
1519911,C46 H52 N4 O4
7201006,C56 H52 O4
4512800,C44 H44 O6
4505234,C34 H26
8102878,C40 H34 N6 O4
4028494,C48 H54 N2 O6
1544069,C44 H32 N24 O4
4506385,C36 H44 N4 O24
4064682,C44 H40 S16
7218048,C34 H30 N2 O8
2200294,C20 H42 S2
4020905,C60 H56 O8
2225339,C22 Cl2 H24 N2
4027356,Br4 C38 Fe2 H38 N2
1502529,Br2 C38 H28 N2 O10
2210107,C6 H20 I2 N2
4123177,C40 H60 O8 Rh4
4077684,Bi2 C38 H30 O8 S2
4027325,C48 H48 O12
1507441,C48 H42 N4 O6 P2 S2
4119048,C4 H12 N16 O10
2018990,C44 H48 N8 O8
1502547,C36 H36 N8 O8 S2
2240913,C22 F2 H22 O4
2215513,C40 H36 N28 S8
7035356,As4 Br4 C36 H32
2233654,C30 Cl4 H20 O4
7151879,C28 H16 I8 N8 S4
7050190,C28 H28 N12 O16
4507989,C4 H4 O8
4501141,C24 Cl12 H12 O4
2218166,C36 H32 O8
2237996,C34 H40 N8 O4
7112341,C44 H48 N4 O12
7052236,C38 H38
4111423,Br2 C48 H50 O10
2017116,C18 H28 N4 O8
4023608,C44 H46 N2 O10
7151157,C30 H34 N6 O4
4068946,C22 F12 H20 Hg1 N4 P2
2310127,C4 H12 O12
4023949,C44 H64 O6
4104703,C30 H37 N1 O6
2100672,C4 H16 N4
1508731,C40 H32 N16
1507615,C48 H72 O16
1504738,C38 H30 N2 O8
2235965,C40 H44 N4 S4
4311499,C20 H32 Se8
2211798,C40 H46 N2 O24
2206299,C34 H28 O2
4029301,C54 H48 N4 O20
4074642,B4 C52 Cr4 H40 N4 O12
4082323,Br2 C30 H32 N8 O6 Re2
4020234,C14 Cl8 F2 Ga2 H8 O2
2221205,C32 Cl4 H20 N8
4022257,C26 Cl6 H32 N2 O14
8100968,C36 H32 N8
4029446,C96 H72 O8
2300239,C32 H36 N4 O8
2200598,C24 H28 N4
4024575,C48 H36 O12
4116107,C48 H32 O4
1516360,C14 H14 N4 O6
2207972,C36 H44 N4 O4
2214825,C48 H36 O16 P4
4025433,C68 H54 N2 O2
4020225,C48 H48 O12 S4
4028900,C48 H48 S24
4074280,C32 Cl8 H44 Ir4 O4
2204157,C44 H40 N8 S4
2210644,C36 F4 H42 N6
2208881,C34 Cl4 H24 O2
1502260,C56 H44 N4 O4 S2
2237283,C34 Cl8 H48
4027309,C36 F28 H8 N8
4085007,Br2 C42 F12 H28 N4 O6 Re2
2005160,C28 H38 N6 O6
4030931,Br4 C44 H44 O12
1505499,C36 H20 S4
2105564,C28 H16 O4
8102127,Br4 C16 H12 N8
4022049,C44 H52 N4 O12 S4
4064888,C54 Fe2 H52 O4 Ru2
4028771,C30 H40 N4 O2
7100475,C48 H36 N4 O16
2008560,C16 H32 N4 S8
2104785,C12 H28 N4 O8
2005260,C4 H28 N16 O8
2237908,C38 H26 N10 O18
4024085,C44 H40 N4 O6 S4
2208039,C36 H40 N4 O10
4022135,C52 H68 N4 O8
4079789,C32 H88 Si12
7052471,C44 H56 N8 O4
4109154,Br2 C32 H42 O2
7104724,C40 H36 N12
2105560,C28 H16 O4
4504640,C18 H20 N4 O6
7110206,C28 H32 N4 O8
4031110,C56 H52 N4 O12 S4
2207898,C28 H32 N4 O12
4339991,C16 H32 O20 Se4
2008072,C18 H26 N2 O6
2102305,C20 H44 N4
4026884,Br2 C38 H22 N4 O6
4028869,C32 H26 N2 O4
1516358,C14 H14 N4 O6
7115705,C22 H24 N4 O4
2011292,C18 H24 N4 O12
7153775,C36 H48 S8 Si4
4061539,B20 C26 Cl2 H58 O2 Si2 Ti2
2200617,C20 H32 O2
4507011,C36 H44 N8 O16
4060235,C40 H56 O16 Tl8
4022003,C28 H28 I4 O12 S4
4025632,C24 H28 O8 S2
4504010,C40 F8 H28 O8
4028169,Br2 C32 H28 N2 O4
7200215,C10 H4 N2 S2
1529236,C12 H30 N2 O8
4063080,C54 H46 N8 Si2
2229755,C20 H28 O4
7154892,C48 H60 N4 O12 S4
7150023,C28 H24 N16 O24
2005433,C36 H44 N8 O4
2222184,C30 H30 N2 O10
7154919,C32 H54 N6 O12
4028458,C28 F12 H44 N8 O20 S8
2104175,C12 H36 N4 O4
2205727,C36 H32 O24 Zn4
7036824,C24 Cd6 H54 N18 O36
7207462,C48 H44 N4 O8
7151989,C34 H36 N4 O8
7153298,C48 Cl2 H60 N2 O12 S2
4506880,C46 H44 O2
2227318,C48 H40 N4 O14
1511975,C40 H44 O2
2226660,Br2 C8 H14 N2
2218685,C22 H24 O14 S2
2002924,C20 H20 N4 O4
2206377,C26 H38 N2 O12
7200842,C8 H16 O4
4076349,C28 H28 Mo2 O12
4510568,C24 H24 N8 S4
7103409,C26 H24 N4 O4
4504372,C16 H16 Mg4 O24
7108610,C36 H36 O2 Si2
4021461,C40 Cl2 H50 O12
2005071,C25 H35 N1 O4
4067987,C24 F16 H52 N8 P4
2010903,C28 H32 O24
1503281,C20 Cl6 H14 Hg3 N4
2007280,C24 H26
4510516,C22 H22 N6 S4
7219455,C32 H20 O26 U4
2212194,C20 H24 N8 O4
1506490,C30 H40 O6
4082642,C44 H50 N2 O4 Ru2
4339566,C24 H18 In2 O12
2209916,C34 H20 Mo4 O12
4021779,C48 H56
2004685,C8 H32 N24 O12
4513635,Br2 C22 F4 H10
1504034,C36 H52 O12
4106460,C26 H28 O4
4100902,C54 H36 N4
7105733,C24 H32 N12 O4
7153981,C40 H40 N8 S4
7150660,C34 H46 N2 O2
4079348,C40 H28 Mn4 N8 O12
2212827,C20 H56 N32 Zn4
4079549,C22 F6 H18 N8 O14 S2
2237869,C42 H34 N4 P2
4020879,C30 H32 O10
4500781,C24 H40 N8 O8
4025291,Br4 C36 H24 O4
9011119,C32 H20 N4 O8
2236598,C22 H16 O6
4023957,C32 Cl8 H32 N16
4083841,C50 H50 N4 Pd1 S4
4031834,C52 H44 N12 O8
4076346,Br4 C36 H40 Mo4 N4 O16
1542577,C56 H64 O16
2014261,C12 Cl2 H32 N2
2205550,C40 H48 N8 O16
4025462,C24 H36 O8
2211400,C28 H38 N2 O6
7100392,C16 H28 N4 O4
2235575,C40 H36 N8
4082209,C36 F24 H16 I4
1505490,C32 Cl2 H34 O8
7225499,C6 H20 N20 O2
4028727,C28 Cl2 H42 O12
4072244,B20 C34 H64 Ir2 N4 Se4
7224237,C26 H30 N2 O15
7151685,Br2 C32 H22 N4 O6
4078904,C34 H44 I6 Ir2 N12
4020033,C72 F24 H32
2100241,C12 H28 N4 O12
4306642,C32 H68 N8 Zn2
7001750,C32 Cr4 H24 O12
4020498,C44 H42 N2 O6
4025387,C52 H52 N4 O6
4064145,C42 Cl4 H48 Hg2 N4
4025957,C38 H30 N2 O12 S8
7214480,C16 H36 N8 O12
8101794,Br2 C18 H10 O4
4077182,C12 H18
7151698,C44 H44 O8
2006624,C30 H48 N4
2200543,C32 H48 O14
4060965,C48 Cl4 H40 N4
2205979,C40 H40 O16 Sn4
2017859,C36 H32 N4 O8
2014562,C46 H52 N4 O8
4511790,C32 H24 N2 O2
4022213,B4 Br4 C20 H20 N4 O8
7208038,C46 Fe2 H44 N4
2001549,C24 H40 O6
1501753,C48 H52 N12
2019074,C18 H20 N4 O8
7150149,C32 H44 O20
2004346,C36 H36 N20 O20
4025968,C58 H56 O12
2018296,C24 H40 O24
7152219,C40 Cl6 H60 N6 O8
4022220,C56 Cl8 H40 N4
2203098,C32 Cl4 H64
7154383,C44 Cl2 H36 N2
2239155,C56 F4 H44 O8
4507999,C8 H12 O8
2210918,C60 Cl8 H40 O4
2216595,C40 H56 O6
4068043,C44 Cl2 H40 N4 O2 Pt1
7218777,C36 H48 N8 O20
7053385,C36 H28 N2 O8
2200642,C50 H30 N2 O6
7200968,Br4 C28 H12 O4
4025703,Br4 C44 H44 O12
4074636,C60 H48 O12 Ru4
7225746,C44 H42 N10 O16
7154194,C30 H38 N4 O10 P2
1503981,C36 H32 N4 O12
4504001,C20 F6 H12 O4
2205868,C56 H46 N2 O8
7106875,C32 H36 N8 O8
4505363,C28 H34 N6 S2
1502025,C54 F2 H38 N4 O12 S2
7108260,C28 F12 H12 O8
2201094,C10 H26 N6 O10
2201566,C12 H22 N2 O6
2100464,C40 H60 N4 O4
4028289,C54 H46 N2 O6
4020760,C24 H32 O6
2206120,C16 H16 N8 O12
2010641,C16 H20 N12 O8
8101717,C60 H48 N4
4031344,C32 H36 N12 O4
7053867,C38 H44 N4 O2
7206295,C12 H16 O8
1542882,C36 H56 N8
2208858,C8 H28 I4 N4
7151591,C24 Cl4 F4 H52 N4 O4
4023287,C52 Fe2 H60 N8 O8
2228294,C32 H28 N20 O8
7151178,C40 H56 O12
2203258,Br16 C28 H24
2100547,C16 H28 N12 O8
4116140,C6 H8 O8
2105585,C20 H24 O4 S4
1518293,C34 H52 O6
2105563,C28 H16 O4
2235997,C20 H8 N4 S4
1504380,C4 Cl4 H8 I4
1504629,C36 H44 N4 O12
1501856,C42 Fe2 H44 O12 S2
7154350,Br2 C24 F6 H16 N4 O6
2008172,C28 Cl6 H18 N4
7200791,C26 F10 H6 N2
2240851,C20 H16 O6
7035080,C12 H16 N4 S2
4075872,C44 Cl4 H64 O8 P4
7202432,C30 H32 N4 O2
1505212,C18 H22 N4 O8
7154910,C58 H38 N2
7152949,C26 H28 O2 S4
7211064,C36 H34 N10 O6
8101187,C12 H32 Mg2 O16
4115129,C40 H36 N4 O8
7118347,C34 H46 N2 O12
2214905,C20 H24 O6
1543049,C44 H52 N8 O8 S2
4026065,C34 H40 O10
4021940,C14 H26 N4
4021045,C40 H64 O12
7112487,C30 H48 N4 O6
2010131,C50 H44 Pb2
7107659,C44 H48 N8 S4
4027242,C28 Cl2 F2 H24 O6
4067085,C42 F6 H34 N12 O2 Pd2
7151903,C40 H46 N2 O6
7224997,C60 H36 O4
4301451,C16 H4 N20
4336906,C38 Co2 H58 N4
1505726,C48 H32
2204126,C40 Cl8 H48 O16
4025242,C30 H40 S2
4115548,C32 H56 N4 O10
2205848,C22 Cl4 H10 N2
4069927,C26 Fe2 H38 I4 O8 P2 Se2
4078073,C42 H72 N4 O2
4020933,C28 H24 Se8
7151255,C24 H38 N2 O12
4025733,C36 H66 N6 O8 Si2
7154903,C72 H52 N4 O8
4021759,C28 Cl12 H20 N8
4506627,C26 H16 N8 O2
4021337,C46 H38 N6 O2
4029247,C24 H12 N20
2233355,C16 H10 N2 O12
4341217,C8 H16 N8 O16
4067047,C40 Cl2 H54 N2 Rh2
4073154,C32 F6 H42 N4 O10 S2
4074323,C30 H44 N4 O8 S2
4026646,C40 H54 N2 O14
4085302,C46 H60 Li2 N2 O4
4027882,C38 H46 N6 O12 S2
4070612,B4 C36 H48 N8 Na4 O4
2224776,C24 H22 N6 O4
8100399,C52 H40 O16
4022615,C46 F6 H54 O8
2009925,C38 H34 N2 S2
4022421,C60 Cl4 H44 N16
4028729,C46 H42 N2 O8
2000724,C40 H24 N4 S4
7006119,C24 H24 O24
7214417,C30 H44 N4 O6
1506532,C18 H14 I2 N4 O2
4078791,Au2 C26 F12 H40 N6 O8 S4
7009961,C16 H28 O12
4023347,C56 H48 O16 S2
2239743,C28 H32 N12 O8
4300592,C22 H24 O2 S4
2240364,Br8 C44 H24 O16
2234994,Br4 C22 H20 O4
7204545,Ag4 C20 H28 O8
4508708,B2 C24 H24 O6
1503635,C32 H24 N4
4330943,C16 H14 N2 S2
4029911,C28 H36 O8
2213082,C30 H18 N2 O6
2205032,C16 H8 O4 S16
4061023,B2 Br2 C34 Fe4 H28 O4
2232523,C26 H8 O4 S10
1519845,C20 H24 N4 O4
4507211,C36 H52 N4 O16
1544225,C4 H16 N8 O4
4119383,C38 H52 O4
4078010,Al3 C24 H60 K3
7007103,B20 C24 H56 Si4
1516970,Br2 C44 H38 O4
4066609,Au4 C52 Cl4 H64 N8
2014326,C6 H10 N2 S4
4072074,C48 H68 P4 Si4
7203242,C28 H52 N2 O4
4028183,C48 H45 I3 O6
1503670,C18 H24 N8 S2
4022836,C12 H16 I8 O8
4030877,Br2 C36 H30 O6
4021387,C48 H64 O6
1505621,C40 H44 O8
4023099,C24 H30 N2 O16 S2
4024850,Br2 C32 H24 N2 O10 S2
4031853,B2 C42 F4 H26 N4 S2
7151465,C56 H44 N4 O16
2223538,Br2 C32 H22 O4
2104159,C20 H40 N8 O12
4070808,C42 H60 N8
2011630,C16 H20 O6
2221770,C36 H40 N8 O12
4066967,C36 Cl2 H42 N2 Pd1
1505566,C36 H48 N4 O16
2222969,C14 H16 N4 O4
4031307,C40 H64 O12
2203530,C16 Cl4 H44 Si4
7114924,C30 F10 H14
2010914,C20 H28 N4 O8
7105420,C24 H60 I8 N4
4322306,C16 H24 I8 S12
4119919,C34 H38 Mn2 O4
7212333,C24 F16 H8
7205401,C8 Cl12 H12
2011396,C28 Cl12 H8 N4
2218617,C40 H36 N12 O8
2224102,C30 Cl4 H20 O2
2213757,C10 H22 N4 O8
1506202,C38 H46 N2 O4 S2
4069616,B2 C50 Cl6 Fe2 H70 N2 O2 Sn2
4025398,C24 H40 N16 O4
2211235,C22 H18 N2 O8
2003426,C16 H20 N4
2100767,C16 H20 N8 O4
7206942,C40 H56 O12
4020535,B2 C16 H22 O8
7153331,C40 H38 N2 O10 S2
7210353,C44 H36 N8 O4
2205435,C40 H50 N2 O8
2010226,C8 H8 N24 O48
4082403,C28 F10 H32 N6 O2
4123955,C24 H6 Mn6 O24
2224698,C28 H24 O8
7216050,C24 H44 O22
2226917,C28 F8 H16 O8
4313756,C40 H40 O16 Sn4
1506482,C40 H42 N2 O10 S2
4505913,C52 H40 O12
2012237,C4 H14 N6 O4
2227340,C32 H40 O16
4064594,C40 Fe2 H26 N4 O2 P2 S4
2237984,C18 H26 N6 O6
1542640,C56 H44 N4 O10 S2
1519866,C28 H50 N6 O10
4026426,C64 H56
7052667,C18 H42 N4 O4
4085876,C40 H50 N2 Si4
2228619,C12 Cl2 H12 N10
4070813,C18 Cl2 H54 N4 P2 Si6
2232575,C32 Cl4 H48 N4
4111270,C42 H60 O6
7219099,C12 H28 N4 O8
7110390,C66 H40
7225500,C12 H44 N44 O4
4021165,Br4 C44 H50 N10 O2
2225706,C32 H32 N4 O8
7202166,C24 H24 N8 S4
1008787,C2 H8 N4 O2
4061333,C64 H48 P4 S4
2104168,C18 H12 N2 O4
4079901,C62 H64 N2 S4 Sb2
7151952,C38 Cl4 H28 O6
7225630,C24 H44 N4 O32
4070748,B2 Bi2 C48 F2 H50 O4
2237525,C24 H28 N12
1504703,C48 H48 O8
1507268,C58 F30 H14 N4
4066638,C42 H26 N2 O10 Ru4
4022534,C38 H36 O4
7053596,C58 H48 Si2
4024632,C60 H68 S4
4101494,C30 H36 N4 O2
2206684,C36 H32 O6
7100492,C56 H44 N4 O8
4074320,C38 H56 Li2 N2 O6
4021533,C40 H68 N4 O20
4067551,C32 H42 N12 Zn1
2233764,C32 H32 N8 O4
2012014,C24 H20 O16
2001471,C26 H36 O4
4062455,C46 H34 O6 Re2
2222589,C40 H36 N12 O4
7215222,C36 H54 O9
4025365,C28 H46 N2 O8
4117981,C32 H54 I2 O4
1506609,C28 H28 I2 N2 O2
2012579,C20 H30 N10 O10
4112696,C60 H48 N4
4079718,Br4 C44 H40
1504141,C40 Cl4 H28
7219807,C52 F16 H28 N4
2202637,C14 H18 O10 S2
4026425,C48 H48
4020783,Br8 C40 H32 O8
2226093,C32 H36 N4 S4
4120860,C44 H48 O20
7110024,C56 H46 N6 O4
7200246,C56 H44 N12
4116485,C30 H24 N6
7220416,C26 H18 O4
7217223,C18 H24 N2 O4
4026085,C56 H56 O10
2004327,C12 H24 N4 S4
2226734,C48 H48 N8 S8
2008546,C30 H36 N4 O2
4001563,Br16 C24 H52 N12 Pb4
1506304,C44 F12 H36 N8 O16 Pd4 S4
1543087,C36 H36 N12 O8
1502754,C32 H8 I8 S12
4021153,C42 H42 N2 O8 S2
4306723,C36 H30 N19 P3
2211408,Ag4 C28 H20 N16
7212001,C8 H32 I8 N4 O4 Pb2
4063526,C38 F6 H42 N4 O6 S2
4512020,C32 H34 N6 O10
7208851,C40 H40 N8
2015613,C38 H40 O4 S2
4025076,C48 Cl16 H48 N8 O16
7224783,C20 H16 N24 O36
2209316,C22 Cl2 H14 O6
4078001,Br4 C56 Cl4 H48 O2 Sn2
2219226,C28 H38 N2 O6
2234129,C18 H14 N6
7152828,C48 H44 N12 O4 S4
1517227,C46 Cl4 H38 N6
2005344,C28 H36 O4
4512403,C46 H52 N4 O8
2204754,C32 H34 N2 O6
2213616,C28 H22 N10 O12
4343944,C4 Cs4 H4 O8
4028653,Br4 C40 H72 N4
2104593,C18 H20 O4
2102563,C24 H44 O22
2006557,C28 H44 O24 Zn2
2001682,C34 H32 N12 O8
4067941,B2 C48 Cs2 H40
4512285,C64 H32 N8
2216829,Br4 C28 H24 I4
4024227,C36 H54 O16 P2
4500956,C16 H32 O8
4106879,C22 H26 N2 O2
2204886,C30 H32 N2
7154393,C40 H54 N2 O10
7214136,C44 H36 N8 O2
2237472,C20 H16 O12
4062880,C56 H52 N4 Se4
7111596,C48 Fe2 H56 N4
4112986,C48 H40 O4
2227554,C12 Cl2 H18 N4
2238229,C48 H28 N12 O4
7055098,C38 H46 N6 O2
2008522,C48 H44 N12 S4
4025934,Br2 C30 F8 H26 O6
4024730,C40 H72 O8
4512789,C44 H44 O6
2016439,C24 H26 N6 O4
2103893,C18 H36 N4 O4
4029771,C40 H44 N8
7151021,C32 H44 N4 O12
7151234,C32 H58 N2 O8
2007936,C40 H28 N4 O8
4116143,C12 H20 O8
1507038,C40 H16 S16
7151806,C26 Cl4 H18 N10
4103761,C20 H26 N4 O6
2203279,C16 H26 N2 O14
2104160,C20 H40 N8 O12
2205162,C20 H20 O8
1508952,C36 F4 H20 N4 O2
2004617,C20 H24 N8 O8
4075901,Au4 Br12 C20 H36 N4
2216420,Br4 C28 H20 N4
4072030,B40 C8 H44
7101373,C44 H48 N6
4028556,Br2 C42 H30 N4 S2
2209216,C34 H32 N4 O6
2228277,C44 H32 N16 O12
7154269,C52 H44 N4 O6
2239580,Br4 C44 H36 O4
7226243,Br4 C52 H36 N16
4022694,C38 H42 N2 O14 S2
2015926,Br4 C48 H36 O16
2237445,C44 H42 N2 O6
1503399,C28 H26 N2 O10
2203832,C34 H60 N4 O14
7106942,C4 H16 N8 O8
7202259,C16 H16 O6
2015262,C24 H36 O6
7150785,C36 H60 N4 O16
4024905,B2 C32 F4 H28 N6 O8
2007785,C56 H44 O4
7150485,C52 H64 N8 O8
4513841,C48 H48 O16
1505974,C48 H56 I4 N4 O4
4084162,C52 H36 N4 O12
7107840,Br1 C45 H51 O6
7150433,C38 H36 N4 O6
2006671,C32 H56 N8 O12
4074777,C52 H48 Ru2
2240128,C18 H20 N4 O2
2202981,C20 H24 N4 S8
4510495,C8 H14 Na2 O12
2200631,C44 H44 N4 O12
4103473,C36 H36 O16 V4
2210698,C20 H48 N4 O4
1507604,Br2 C18 H24 N6 O8 S2
2001537,C46 Ga2 H50 N8
1504504,Br4 C48 H40 N4 O4
4081129,C52 Cl2 H50 Ir2 N6
2213838,Br2 C16 H22 N2
4024505,C48 H28 N4 O12
7200790,C28 H36 N4 O4
2213956,Br2 C14 H18 N2
2005500,C20 H16 N12
2233180,C40 H40 O8
4025430,C34 H36 N4 O4
4066033,C44 Cl4 H60 Pd4 S4
1506662,C52 H44 O10
4071222,C22 H56 I2 Si8
2237211,C40 H40 N16 O8
2238615,C34 H32 N4 O8
7117699,C44 H28 N4
2205060,C22 H26 N6 O6
2235160,C44 H36 N12 O4
7017475,C32 H80 I8 N4 Pb2
2219707,Br2 C18 H28 O2
2010700,C24 H34 N6 O6
1508831,C28 H18 N2 O6
1506207,Br2 C46 H46 O10
2226412,C34 H54 N2 O4
2104979,C12 H8 Se4 Tl4
1541912,C40 H36 N4 O8
2011685,C48 H40 N16
4508049,C8 H8 Li4 O12
7206137,C24 H20 I8 N2
7202384,C8 H20 N36 O4
4029800,C40 H56 N8
2004706,C34 H46 N2 O10
2202063,C32 H34 N6 O10
2201584,C48 H28 N4
2224638,C16 H20 N4 O4
4022683,C36 H36 N12 O4 S4
2013103,C24 H12 N4 S8
4025729,C64 H60 N4
2223237,C40 H52 N12 O8
4113023,C38 H46 N2 O12
1517073,C46 H52
4020751,C20 H12 S4
4060266,C44 H40 O12
7110886,C16 Ga8 H72 N16
7117935,C20 H4 O20 Os6
7102418,C44 H48 N8 O12
4022268,C40 F4 H56 N4 O12
4060565,C40 H62 Ir2 O8 S4 Si2
1504085,C60 H52 N4 O12
7150683,C44 Cl8 H22 N6 O6
4030892,C30 H22 N2 O2
4073109,C28 H54 O2 Sn2
4022622,C30 H44 S4
2012993,C20 H12 I8 N4
7152166,C25 H20 N2 O8
4320623,C16 Ga4 H40 O4
2002107,C40 H48 N8 O16
2100240,C12 H28 N4 O12
4060843,C16 Cl6 H20 P2 Ti2
1517960,C44 F4 H36 N16 O8
7005374,B4 C28 H64 N4
4028043,C28 H40 N4 S4
7032015,Br8 C24 H60 Sb4
2100233,C26 H22 N4 O2
1504587,C26 H30 N2 O6
2214190,C12 H20 N20
2202785,C44 H44 N4
4070904,C44 H56 N8 Si2 Zn2
4112305,C52 H56
4021160,C40 H56 O4 Si8
1542590,C52 Cl2 H42 O2
7152065,C32 H26 N2 O4
1503465,C32 H36 O10
4068834,C20 H24 N8 O4
4506405,C18 H26 N6 O8
4022504,C28 H32 O8 S2
2216222,C46 Cl6 H34 O4
7055518,C8 H12 N12 O10
2223553,Br8 C20 H16 S16
7150329,C52 H52 N12 O8
4026464,C18 H26 N6 O10
4067533,C56 Cl2 F4 H34 N8 O2 Ti2
2003335,C18 H14 I4 Mo2
4106339,C40 H44 N4 O4
4026449,C56 Cl2 H54 O14
2239724,C24 H10 O6 S4
1512301,C42 H72 O8
4064488,C30 Co2 H46 Si4
4001249,C10 H12 S4
2102736,C24 Cl8 H16
4504940,C26 H36 N8 O12
4322180,C12 H28 S4 Te2
1505313,C52 H64 O12 S4
1504915,C58 H48 O10
1512611,C32 H58 N10
1516388,C12 H20 Li4 O8
4074675,Br4 C24 H60 N8 O4 Pd2 S4
4028077,C48 Cl8 H42 N2 O8 S4
2003672,C12 H16 O8
2007407,C36 H60 N4 O8
4116819,C24 F4 H20
7101063,Br8 C24 H40 N8
4075353,C28 F12 H30 Ir2 O2
4020340,C40 H48 O16
4065264,C36 F16 H40 N4 O14 S4 Zn2
4503821,C38 H36 N4 O6
2229600,C38 H32 N8
1502270,C38 F6 H34 O8
1501977,C24 H32 O6 S2
2203328,C42 H40 O6 S2
4510938,C16 F2 H10
7150798,C48 H74 N2 O4
7051170,C30 H58 N8
1512073,C36 H48 O10 Ru2
2218926,C56 Cl8 H40 O8
4086070,Br8 C8 H16 Si2
4028329,B2 C54 F4 H54 N4 O4
2239601,Br4 C16 H12 O8
1505250,Br2 C36 H40 N6 O8
7050412,C44 H60 O4
2016679,C14 H10 N4
7154862,C36 Cl4 H32 N20 O8
4021806,C32 H44 O20
7013360,C6 Ga2 H24 P2
2219072,C56 Cl4 H44 O8
4084329,C40 H48 Mo4 N8 O20 S4
4067314,B2 C44 F8 H54 N8 O2 Pd2
7203219,B4 C28 H24 O8
2311080,C12 Fe2 H8 N12
1503887,B12 C12 H34 N4
2103725,C16 H16 N8 O8
2220650,C20 Cl2 H16 N6
4109802,C44 H56 O12
1542699,C34 F2 H32 N2 O2
7116323,C44 H28 N12 O8
7224087,C8 H14 O12 Zn1
1515720,C26 F10 H12 N2
2011801,C16 H16 N4 O4
4020841,C40 Cl2 H46 N4 O2
2005835,C16 H22 O8
1504864,C42 F2 H38 O4
4061009,B2 C50 F8 H50 O6 Ru4 Si4
1502049,C32 H40 N8 O12
8101206,C36 H40 N8 O12
1503824,C44 H48 N8 O12
4318071,B20 C12 Ge4 H44
2010872,C28 H32 O12
1518842,C60 F4 H52 O8 S4
2235314,C40 H48 O20
1503194,C44 H32 O16
2105584,C20 H24 O4 S4
4022347,C44 H58 N6 O2 S2
4025247,C8 Cl4 H28 N4 Pd2
2008952,C37 H52 O5
2008613,C16 H20 N8
2002917,C28 H44 N20 O8
5000199,C12 H24 O12
7021006,C40 H40 N4 O8
4503177,C32 H68 O4
2208597,C30 H52 N4 O20
2205901,C32 H36 S4
4029239,C52 H56 O24
4086068,C16 H48 O16 Si4
2013995,C44 H32 N16 O8
2206003,C44 Cl4 H56 N4
7152691,C42 H40 N4 O2
2200469,As4 C52 H48
1507841,C46 H42 O8 P2
4027240,C32 H48 N8 O16
2240542,Br4 C44 H56 O4
4508709,C20 Cl4 H20 N8
2014105,C32 H40 N24 O16
2205485,C32 H32 O28
2217712,C36 H32 N8 O8
7153764,Br4 C36 H40 N4
2231332,C30 H32 N8 O4
4103315,C12 H12 O8
4024787,C28 H64 N4 O12 Pd2
2000937,C44 H48 N4 O12
4022501,C36 H52 O14
4085742,C28 H40 N4 O8 S2
4075285,C40 Cl6 H48 N2 Ti2
7111844,C40 H42 N10 O4
2227478,C34 Cl2 H30 O2
4029423,C44 H34 O6 P2
4076293,B4 C48 H32 Mn4 O16
4024854,C42 F10 H46 O12 S4
2205413,C52 H44 N4 O12
4103814,C18 Cr2 H12 O6
7151597,C34 Cl4 H54 N2 O6
4025614,C40 H40 N8 O16
4031059,C38 H50 N6 O12
7209897,C22 H26 N10 O12
4074483,C48 Fe2 H38 I2 P2 Pd1
4020625,C20 Cl6 H12 N2 O4 S2
7153691,C15 H26 O3 S1
7009775,C42 Cu4 H30 N20
4317418,As1 C6 H6 N18
4020676,C52 H56 O8
7037879,C12 H12 O12 Zn2
2018170,C28 H34 N6 O4
7153087,C58 H40 N8 O2
4025350,C36 H44 N4 O12
1505156,C46 H38 N6 O4
4026249,C32 H62 N2 O2 S2 Si2
4505902,C48 H46 N2 O4
1507853,C44 H54 I2 O8
2104788,C12 H28 N4 O8
2102312,C28 H32 O20
7151452,C34 H38 N2 O8
2011410,C20 H24 O8
2233643,C28 H24 O4 S4
4027972,C38 H38 N2 O12
7105122,C34 H36 O10
1504219,C52 H66 N2 O6 Si2
2208433,C28 Cl8 H24 N16
4079865,Ag2 C38 F12 H34 N10 P2
2211917,C42 H36 N4 O4
2100121,C16 H64 O8 Si8
2105110,C12 H28 N4 O12
2009195,C48 H48 O4
4101252,C34 H60 N8 O4
1503596,C34 H42 N2 O10
2000008,C36 H32 O6 S2
7153059,C48 H44 N4 O10
2105620,C44 H44 N12 O4
2233230,C28 H32 N8 O4
1503336,Br3 C63 H54 N3 O6
2217611,B4 C14 H20 O10
4067778,C38 Cl8 H46 N2 O2 Rh2
4068740,C64 H60 N4 O2
4060149,C42 H30 Mo2 O12 P2
4062100,C40 Ge4 H72 I8 P8
4069954,As1 C27 Cl4 H28 O1 P1 Pt1
1508628,C40 Cl2 F2 H20 N4 O2
7152853,C44 H52 N4 O4
7223103,C30 Cl2 H20
4075533,C26 Cl2 H60 P2 Pd2
2207915,C23 H34 O3
