formula,name
C148 H108 N16 O44 Zn8,UVUQAE_FSR_macro
C96 Cd4 H56 N16 O16 S4,UVUWEP_FSR_macro
C40 Cd2 H34 N6 O8,UWABOL_FSR_macro
C28 Co2 H20 N8 S4,UWABUQ_FSR_macro
C10 Cl6 H10 N2 Ni3,UWEBAB_FSR_macro
C20 Cl8 Cu4 H20 N4,UWEBEF01_FSR_macro
C10 Cl4 Cu2 H10 N2,UWEBEF_FSR_macro
C10 Cl6 Cu3 H10 N2,UWEBOP_FSR_macro
C32 Cu2 H26 N4 O12 P2 S2,UWEGUZ_FSR_macro
C6 H12 N18 Na2 O6,UWEMEQ_FSR_macro
Br4 C38 Cd2 H30 N6 O2,UWIBAF_FSR_macro
Ba2 C28 H32 N8 O18,UWIGOX_FSR_macro
C28 H36 N8 O20 Sr2,UWIGUD_FSR_macro
C24 Cd4 Cl8 H24 N16,UWIHAL_FSR_macro
Ag4 C28 H28 N8 O16,UWIHEO_FSR_macro
Ag4 C16 H12 N12 O12,UWIMET_FSR_macro
C16 Cu6 H16 I6 N12 S2,UWOSUV_FSR_macro
C128 H80 N8 O32 Zn8,UWUTIQ_FSR_macro
C36 Er4 H48 O36,UXABOL_FSR_macro
C36 H48 O36 Y4,UXABUR_FSR_macro
C18 H24 O18 Y2,UXACEC_FSR_macro
C32 H40 N6 O10 Zn2,UXAMEN02_FSR_macro
C40 Dy2 H24 N8 O18 S4,UXANIS_FSR_macro
C40 H24 N8 O18 S4 Yb2,UXAPAM_FSR_macro
C32 H40 N6 O10 Zn2,UXAPUG02_FSR_macro
C40 H44 N6 O22 S2 Sm2,UXAWOH_FSR_macro
C148 H112 N16 O24 Zn4,UXEHIP_FSR_macro
C32 Gd4 H28 O28,UXEQIY_FSR_macro
C18 H22 K2 N32 O10,UXEWEB_FSR_macro
C40 H30 N4 O10 Zn2,UXEXAY_FSR_macro
C52 Cd2 Cl2 H70 N8 O16,UXIFEN_FSR_macro
C28 Cu2 H28 N16 O18,UXIVUT_FSR_macro
C14 Cu1 H16 N8 O10,UXIWEE_FSR_macro
C44 H38 N4 O8 Zn2,UXOLAW_FSR_macro
C16 Cu2 F12 Ga2 H16 N8,UXOZIS02_FSR_macro
C20 H20 N20 Ni4 O12,UXUQIP_FSR_macro
Bi2 C20 H20 N22,UYACUT_FSR_macro
C264 H144 O52 Zn16,UYAPOA_FSR_macro
C78 H60 Mg3 N30,UYAQAN_FSR_macro
C78 H60 N30 Zn3,UYAQER_FSR_macro
Ag8 C20 H24 N8 O24,UYASAQ_FSR_macro
C56 H36 N4 O16 Zn4,UYASET_FSR_macro
C88 H56 N24 O36 Zn12,UYASOE_FSR_macro
C56 H36 N4 O16 Zn4,UYASUJ_FSR_macro
C8 Cl4 Co2 H24 N4 O8,UYENOC_FSR_macro
C8 H28 K2 N36 Nd2 O12,UYEWEB_FSR_macro
C30 Cd2 F4 H30 N4 O8,UYEWIF_FSR_macro
C4 Cu2 H4 N16 O2,UYEWIG02_FSR_macro
C8 Cd4 H16 N32 O8,UYEWOM02_FSR_macro
C4 H8 N16 O4 Zn2,UYEWUS02_FSR_macro
C24 Co2 H26 N2 S4,UYIGAM02_FSR_macro
C120 H80 N48 O112 Tb16,UYOFIY_FSR_macro
C28 H20 N24 O8 Pb2,UYOGEV_FSR_macro
C20 Cd4 H28 N8 O20,UYOGOF_FSR_macro
C30 Cd2 H22 N2 O14,UYOHIB_FSR_macro
C30 H26 Mn2 N2 O16,UYOHOH_FSR_macro
C34 Cd5 H28 N42 O2,UYOHUM_FSR_macro
C28 H24 Li6 N4 O26 Pu2,UYONIH_FSR_macro
C32 H20 Mn1 N4 Nd2 O28,UYOXOW_FSR_macro
C48 Cu8 H48 I8 N8 O32 Zr6,UYUGEC_FSR_macro
C32 H24 N20 O8 Zn2,UYUKOP_FSR_macro
C96 Cd4 H72 N8 O20 S8,UYULEG_FSR_macro
C12 H16 N16 O10 Sr2,UYURUC_FSR_macro
Ba2 C12 H16 N16 O10,UYUSAJ_FSR_macro
C30 Cl4 H28 Hg2 N4 O8,UYUSOX_FSR_macro
C28 Cu4 H44 N8 S8 W2,UZADUV_FSR_macro
C116 H144 N32 O32 Zn8,UZAFOR_FSR_macro
C12 H16 N4 O6 Zn1,UZAGUY_FSR_macro
C52 Gd4 H36 N8 O40 Zn4,UZANAL_FSR_macro
C52 H36 N8 Nd4 O40 Zn4,UZANEP_FSR_macro
C14 H22 Na2 O16 S2,UZAROD_FSR_macro
C30 Er4 H22 O32,UZATAR_FSR_macro
C36 Cu2 H30 N6 O8,UZAVOH_FSR_macro
C24 Cu6 H20 I2 O4 S4,UZEBAE01_FSR_macro
C24 Cu6 H20 I2 O4 S4,UZEBAE_FSR_macro
C36 Co2 H40 N8 O12,UZEBOS01_FSR_macro
C32 H34 Hg2 N4 O8,UZEGOW_FSR_macro
Ag2 C26 F6 H24 N12 O6 S2,UZEPEV_FSR_macro
C12 Cd2 H8 N4 O10,UZIDIR01_FSR_macro
C20 H20 N24 Na4 O4,UZIGUG_FSR_macro
C36 Co2 H28 N4 O14,UZINAT_FSR_macro
B4 C24 Ca2 H32 O12,UZUMEI_FSR_macro
C44 Cu4 H44 N8 O16,UZUNAF01_FSR_macro
C58 Cu4 H62 N8 Na2 O20,VABQAQ_FSR_macro
C48 H24 In3 O24,VACFOV01_FSR_macro
C20 H16 Mo2 N4 O6,VAFYOQ_FSR_macro
C20 H16 Mo4 N4 O12,VAGDEM_FSR_macro
C104 H64 N16 O16 Zn4,VAGMIB01_FSR_macro
C28 H36 Mg2 N4 O16,VAGTAA02_FSR_macro
C24 H28 N28 Zn4,VAGTOM_FSR_macro
C20 Cd4 H40 N8 O24,VAGXIM_FSR_macro
C20 H36 N4 O12 Zn4,VAGXOS_FSR_macro
C32 Cu4 H44 N12,VAHFAN_FSR_macro
C44 Co3 H34 N10 O8,VAHJIA_FSR_macro
Ag4 C16 H16 N8 O8 S2,VAHNUP_FSR_macro
C9 H18 La2 O24,VAHRON_FSR_macro
C60 Dy4 H44 N8 O32,VAHVOR_FSR_macro
C32 H16 N32 Zn4,VAHWOS01_FSR_macro
C60 H40 N32 O20 Zn8,VAJHIA_FSR_macro
C16 Cd4 H28 O26,VAJNUQ_FSR_macro
C44 Cu4 H28 N8 O16 S4,VAJTUX_FSR_macro
C48 Cd4 H28 N8 O8 S4,VAJVAF_FSR_macro
C18 H18 Mo2 N14 O12 Zn4,VAJVAG_FSR_macro
C44 H36 Mn2 N8 O10,VAJWUB_FSR_macro
C44 H36 N8 O10 Zn2,VAJXAI_FSR_macro
C10 Ca2 H14 O14,VAJYEK01_FSR_macro
C108 Ce4 Cl12 H108 N20 S4,VAKDIX_FSR_macro
C108 Cl12 H108 N20 Pr4 S4,VAKDOD_FSR_macro
C8 Cu4 H12 N16 S4,VAKHOH_FSR_macro
C138 Cd4 H90 N26 O24,VAKXEM_FSR_macro
C18 Cd2 H28 N6 Na2 O20,VALFOG_FSR_macro
C96 H64 N8 O16 Zn4,VALFUL_FSR_macro
C8 Cl2 H16 Hg1 O4,VALRUX_FSR_macro
C12 H12 Li6 N6 O18,VALWUC_FSR_macro
C24 H16 N12 O32 Rb12,VALXAJ_FSR_macro
C22 H12 La2 N4 O16,VAMGEX_FSR_macro
C4 H16 I2 Li2 N4,VAMJAU_FSR_macro
C88 Cu8 H136 N24 O32,VAMKAW_FSR_macro
C24 Co6 H6 N24 O18,VAMQAE_FSR_macro
C30 Co6 H6 O24,VAMQUY_FSR_macro
C112 Cl4 Co2 H124 N4 O12,VAMWAJ_FSR_macro
C16 H48 N8 Se8 Zn8,VAMWEM_FSR_macro
C28 H16 N8 Pb2 S4,VAMWIP_FSR_macro
C34 H22 N10 Pb2 S4,VAMWOV_FSR_macro
C18 Cl4 H22 Mn2 N6 O4,VAMYEN01_FSR_macro
C24 H28 Ni2 O16,VANGIB_FSR_macro
C48 Cu4 H40 N40 O16,VANWIS_FSR_macro
C28 Cu2 H28 N20 O8,VANWOY_FSR_macro
C128 Cl4 H112 N24 Nd4 O40,VAPROW_FSR_macro
C10 Cl2 Cu2 H8 N14,VAQHAW_FSR_macro
Br4 C12 Cu2 H12 N4 S4,VAQKIH_FSR_macro
C30 H48 N6 Na2 O4 S4 Zn2,VAQMIM_FSR_macro
C24 Cu2 H22 Mo8 N4 O26,VAQQEK_FSR_macro
C24 Cd4 Cl4 H20 N8 O20,VAQROW_FSR_macro
C156 Cd6 H104 N16 O26,VAQSEO_FSR_macro
C20 H44 O8 Sn4,VARCOH_FSR_macro
C100 Cd4 H68 N8 O34,VARSEO_FSR_macro
C12 Cl8 Co4 H28 O6,VASCID_FSR_macro
C144 H132 In12 O60,VASGII_FSR_macro
C32 H20 O20 Sc4,VASKOR_FSR_macro
C40 H30 N10 Pb2 S4,VATVAO_FSR_macro
C104 H60 Mn4 N12 O24,VATVUK_FSR_macro
C50 H54 N6 O14 Zn2,VAVCED_FSR_macro
C24 H28 O32 Zn6,VAVFUU02_FSR_macro
C12 H14 O16 Zn3,VAVFUU03_FSR_macro
C64 H56 N16 O16 Zn4,VAVKEK_FSR_macro
C38 Co2 H20 N8 O14,VAVQUF_FSR_macro
Ag4 C24 H20 N8 S4,VAWCIF_FSR_macro
C20 Cu1 Gd2 H28 O22,VAWGIM_FSR_macro
C20 Cu1 Dy2 H28 O22,VAWGUY_FSR_macro
C20 Cu1 H28 O22 Tb2,VAWHAF_FSR_macro
Ag4 C36 Cu2 H30 N12 S6,VAWHOQ_FSR_macro
C24 H32 N4 O28 Sm4,VAWQIU01_FSR_macro
C6 Cu1 H8 N8 O4,VAXBOM_FSR_macro
C12 Cd2 H20 N16 O10,VAXBUS_FSR_macro
C6 H8 N8 Ni1 O4,VAXCAZ_FSR_macro
C6 Co1 H8 N8 O4,VAXCED_FSR_macro
C6 H8 N8 O4 Zn1,VAXCIH_FSR_macro
C14 H22 Mo2 N3 Na1 O15,VAXVAT_FSR_macro
C6 H12 Li2 O12 S2,VAYCIJ_FSR_macro
C6 H8 Li2 O10 S2,VAYCOP_FSR_macro
C12 H12 Li4 O18 S4,VAYDEG_FSR_macro
C10 Cd2 H14 N10 O14 V4,VAYREV_FSR_macro
Ba2 C20 H28 N8 O24,VAYSUK_FSR_macro
C120 H72 N4 O16 Zn4,VAZHOW_FSR_macro
C28 H24 O36 Pr4,VAZKUE_FSR_macro
C28 Gd4 H24 O36,VAZLIT_FSR_macro
C28 H24 O36 Tb4,VAZLOZ_FSR_macro
C28 H24 O36 Sm4,VAZLUF_FSR_macro
C28 H24 O36 Tb4,VAZMAM_FSR_macro
C28 Dy4 H24 O36,VAZMEQ_FSR_macro
C28 H24 Ho4 O36,VAZMIU_FSR_macro
C28 H24 O36 Yb4,VAZMOA_FSR_macro
C24 Cd2 H24 N8 O10 S2,VAZQOD_FSR_macro
C176 Fe8 H112 N16 O32,VAZROF_FSR_macro
C18 Cu2 H18 N8 O6,VAZXUR_FSR_macro
C28 H24 N4 O26 Rb4 U2,VECCOW_FSR_macro
C14 Cs2 H14 N2 O14 U1,VECCUC_FSR_macro
C84 Cr2 H52 N24 O2 Pr2,VECFOA_FSR_macro
C84 Cr2 H52 La2 N24 O2,VECFUG_FSR_macro
C132 H92 N16 O28 P4 Zn4,VECRON_FSR_macro
C26 Dy2 H24 N2 O22 P2,VEDBIR_FSR_macro
C26 Gd2 H24 N2 O22 P2,VEDBUD_FSR_macro
C26 H24 N2 O22 P2 Tb2,VEDCAK_FSR_macro
C24 Cl4 H40 Li4 N8 O8,VEDDAL_FSR_macro
C128 Co8 H112 N16 O40,VEDGIW_FSR_macro
C100 H68 N12 O20 Zn4,VEDQUT_FSR_macro
C4 F12 H8 O12 U4,VEDRAY_FSR_macro
Ag2 C34 F6 H36 O6 S6,VEDVAC_FSR_macro
C34 Cd2 H32 O14,VEDVEH_FSR_macro
Ag2 C30 Cl2 H20 N4 O8 S4,VEFGUJ_FSR_macro
Ag2 C30 H24 N4 O8 P2 S4,VEFHAQ_FSR_macro
C18 Cl2 Cu2 H16 N4,VEFTAB_FSR_macro
C18 Cu2 H16 I2 N4,VEFTEF_FSR_macro
C44 Cd4 H40 N16 O12 S8,VEFTOR_FSR_macro
C102 H70 N14 O16 Zn4,VEGHAT_FSR_macro
Ag4 C64 F12 H36 N8 O12 S12,VEGQEE_FSR_macro
C28 Cd4 H20 N12 S8,VEGQIJ_FSR_macro
C64 H52 N20 O24 Zn4,VEGWOU_FSR_macro
C16 Fe3 H22 N2 O20 P4,VEGWOV_FSR_macro
C16 Co3 H22 N2 O20 P4,VEGWUB_FSR_macro
C16 H22 N2 O20 P4 Zn3,VEGXAI_FSR_macro
C16 Cu3 H18 N2 O18 P4,VEGXEM_FSR_macro
C136 F48 H80 Mn12 O44,VEGXIQ01_FSR_macro
C16 H20 In4 O28,VEGYAI_FSR_macro
C102 F36 H52 Mn4 O24,VEGYIR_FSR_macro
Br2 C14 H16 O2 S10 Sb2,VEGZAJ_FSR_macro
C28 Cu2 Fe1 H16 N12,VEHHOG01_FSR_macro
C34 H22 N6 O14 Zn4,VEHMUS_FSR_macro
C48 Cu4 H28 N12 O16,VEHPUU_FSR_macro
C56 H84 Mo24 N8 O142 Si2 Sm8,VEHRIL_FSR_macro
C28 H28 Li2 N2 O6 S4,VEJKED_FSR_macro
C10 Cl4 H14 Mn2 N2 O4,VEJLUU_FSR_macro
C48 H48 N32 Zn8,VEJYEP01_FSR_macro
C96 H96 N64 Zn16,VEJYIT_FSR_macro
C96 H96 N64 Zn16,VEJYUF01_FSR_macro
C96 H96 N64 Zn16,VEJYUF07_FSR_macro
C96 H96 N64 Zn16,VEJYUV03_FSR_macro
C144 H144 In8 N96 Zn12,VEJZAM_FSR_macro
C38 H26 N10 O8 Zn2,VEKPOT_FSR_macro
C36 Cu4 H24 N16 O16,VELFOI_FSR_macro
C36 Cu2 H20 N8 O8,VELMAB_FSR_macro
C20 Co1 H20 N14 O2,VELRAI_FSR_macro
C24 H52 N12 S4 Sn4,VENDAU_FSR_macro
C20 H36 O20 Sr2,VENDUO_FSR_macro
C14 Cd1 H12 N4 S2,VENFOM_FSR_macro
C24 H28 N28 O8 S4 Zn4,VEPCIF_FSR_macro
C34 Cu2 H26 K2 N4 O6 S2,VEPFAX11_FSR_macro
C120 Eu4 H80 N12 O40,VEPJAD_FSR_macro
C120 H80 N12 O40 Tb4,VEPJEH_FSR_macro
C120 Gd4 H80 N12 O40,VEPJUX_FSR_macro
C28 Cd2 H36 N4 O12 P4,VEPNEJ_FSR_macro
C56 Cu4 H60 N12 O16,VEQYEY_FSR_macro
C36 Cl2 Cu2 H34 N4 O6,VEQZAV_FSR_macro
C124 Cd4 H80 N16 O20,VERFOQ_FSR_macro
C14 H28 Mo2 O8 P2,VERHAB_FSR_macro
C14 H28 Mo2 N2 O8,VERHEF_FSR_macro
C8 H12 K4 N16 S4,VERKIP_FSR_macro
C24 H24 La4 N36,VERPUF_FSR_macro
C24 H24 N36 Pr4,VERQEQ_FSR_macro
C24 H24 N36 Nd4,VERQIU_FSR_macro
C12 H12 N18 Sm2,VERQOA01_FSR_macro
C24 H24 N36 Sm4,VERQOA_FSR_macro
Br4 C20 Cu4 H20 I4 N8,VERZIC_FSR_macro
C4 H12 La4 O28 S4,VESBEC01_FSR_macro
C4 H12 Nd4 O28 S4,VESBIG01_FSR_macro
C4 H12 O28 Pr4 S4,VESCED01_FSR_macro
C40 H30 Mn2 N10 O14,VETBAA_FSR_macro
C50 H34 N4 O16 Pr2,VETTOE_FSR_macro
Br2 C8 Cu2 H8 N4,VEVFUX_FSR_macro
C32 Cu8 H24 I8 N8,VEVGUY01_FSR_macro
Br2 C46 Cu2 H38 N2 O6 P2,VEVHEJ_FSR_macro
C156 Cd6 H128 Ir4 N16 O36,VEVHIQ_FSR_macro
C184 Cd6 H180 Ir4 N20 O36,VEVHOW_FSR_macro
Br2 C40 Cu2 H34 N2 O6 P2,VEVJEL_FSR_macro
C18 Cd2 H14 N6 O2 S4,VEVRIZ_FSR_macro
C32 H22 N4 O28 Sm2,VEVZOM_FSR_macro
C32 Dy2 H22 N4 O28,VEVZUS_FSR_macro
C32 Gd2 H22 N4 O28,VEWBAB_FSR_macro
C8 Cl2 Cu4 H6 N4 O2,VEWHIP_FSR_macro
C16 F4 H32 N40 Zn6,VEWHIQ_FSR_macro
C23 H19 Mn1 N3 O8,VEWJOZ_FSR_macro
C23 Co1 H19 N3 O8,VEWJUF_FSR_macro
C23 H19 Mn1 N5 O5,VEWKEQ_FSR_macro
C16 H44 N4 O28 Sr4,VEWMEP_FSR_macro
C44 H28 N12 O28 Y4,VEWVOK_FSR_macro
C24 H8 N12 O36 Rb4,VEXLEQ_FSR_macro
C168 H112 N16 O32 S16 Zn8,VEXPAS_FSR_macro
C28 H12 N4 O20 Sn4,VEYKAO_FSR_macro
C16 Cd4 H12 N32,VEYTID_FSR_macro
C40 Cu8 H32 I8 N8 S4,VEYXAZ_FSR_macro
C20 Cu6 H16 I6 N4 S2,VEYXIH_FSR_macro
C80 H72 N24 Ni4 O24,VEZKAP_FSR_macro
C28 Cu6 H26 I6 N10 S2,VEZZOR_FSR_macro
C76 H60 N16 O16 Zn4,VIBCER_FSR_macro
C38 Cu2 H30 N8 O8,VIBCIV_FSR_macro
C160 H124 Mn8 N32 O40,VIBXUC_FSR_macro
C24 H20 Mg2,VIBXUZ_FSR_macro
C24 Cu4 H24 I4 N8 O8 S16,VICJUM_FSR_macro
C48 H30 Mn2 N4 O10,VIDNII_FSR_macro
C40 Cd2 H30 N10 O10,VIDREH_FSR_macro
C24 H24 Na8 O36 S8,VIDSIN_FSR_macro
C34 Cd2 H34 N10 O8,VIDZEP_FSR_macro
C30 Co2 H32 N6 O12,VIFCIY_FSR_macro
C24 H16 Hg1 Mn2 N4 S6 Sb2,VIFDIZ_FSR_macro
C8 Co2 H10 N4 O8 P2,VIGCAR_FSR_macro
C126 Cd6 H102 N12 O24 P6,VIGQOT_FSR_macro
C28 Cl4 H28 N8 Pb2,VIGZES_FSR_macro
C6 Cr1 H12 K1 N4 O12,VIHNOR_FSR_macro
C16 Co2 H12 N8 O4,VIHTEL01_FSR_macro
C42 H40 N4 Ni2 O12,VIHYIW_FSR_macro
C16 Cu4 H16 O24,VIJGUS_FSR_macro
C16 Co1 H18 N4 O2 S2,VIJNAF_FSR_macro
C18 H16 Mn1 N4 O8 S2,VIJQAH_FSR_macro
C40 Cl4 Cu2 H32 N8 O16 S8,VILKUX_FSR_macro
C64 H16 Mn6 N12 O32,VILXUK_FSR_macro
C16 H24 Ni2 O16,VIMHAC_FSR_macro
C22 Cd2 H18 N6 O14,VIMMUA_FSR_macro
C20 H16 Mn3 N2 O12,VIMWAQ_FSR_macro
C10 H22 N4 Ni3 O18 P4,VIMXIZ_FSR_macro
C24 H20 Mg2 O10 S2,VINKAH_FSR_macro
C24 Ca2 H16 O8 S2,VINKEL_FSR_macro
Ba2 C12 H12 N16 O8,VINNAJ_FSR_macro
C26 H24 N6 Ni1 S4,VINTAO_FSR_macro
C24 H22 Li2 O10 S2,VINWEX_FSR_macro
C48 H44 Na4 O20 S4,VINWIB_FSR_macro
C96 H84 K4 O36 S8,VINWOH_FSR_macro
C32 H24 N16 O12 Zn4,VIPKAI_FSR_macro
C40 Cd2 H26 N2 O10,VIPTUM_FSR_macro
C40 H38 Mn2 N4 O12,VIPXIC_FSR_macro
C68 Co4 H64 N8 O24,VIPXUO_FSR_macro
C10 H24 N14 Na2 O8,VIQCAA_FSR_macro
C30 H34 N4 O14 Zn2,VIQLEN_FSR_macro
C48 H52 N16 O16 Zn4,VIQZAX_FSR_macro
C24 Ce2 H24 N6 O18,VIRCEF_FSR_macro
C28 H36 N4 O4 S8 Zn2,VIRJOW_FSR_macro
Ag4 C28 Cl4 H28 N4 O24,VIRTUL_FSR_macro
C92 Cl8 H108 N20 O44 Pt4 Zn8,VIRVEY_FSR_macro
C30 Co2 H42 N12 O12 V4,VIRYOL_FSR_macro
C12 Cs2 H8 N2 O8 S4,VISDOQ_FSR_macro
C24 Cd6 H24 N20,VISTUM_FSR_macro
C28 H16 Mn4 N24 W2,VITBOS_FSR_macro
C156 Cd6 H180 N48 O24,VITHIR_FSR_macro
C20 H44 K4 O26 P4,VIVRIC_FSR_macro
Bi2 C38 H26 N12 O10,VIVRUQ_FSR_macro
C160 H96 N8 O40 Zn8,VIVSEA_FSR_macro
C160 H96 N8 O40 Zn8,VIVSIE_FSR_macro
C200 H96 N8 O120 Zn8,VIVXOP_FSR_macro
C16 Co1 H32 Nd2 O20,VIVYEE_FSR_macro
C10 H20 N2 Na2 O10,VIWFOW_FSR_macro
C60 H40 N8 O12 Zn2,VIWHAN_FSR_macro
C40 H26 N2 O16 Zn3,VIWHOA_FSR_macro
C100 H76 N8 O36 Zn6,VIWHUG_FSR_macro
C144 H112 N24 O28 Zn6,VIWJAO_FSR_macro
Ba4 C28 H36 N4 O28,VIWNAR_FSR_macro
C14 H22 N2 O16 Sr2,VIWNEV01_FSR_macro
C14 H22 N2 O16 Sr2,VIWNEV_FSR_macro
C16 H24 Mn4 O28,VIWTUR_FSR_macro
C40 H26 N6 O8 Zn2,VIWXOQ_FSR_macro
C24 H24 N4 Na4 O24 Sr4,VIWYUW_FSR_macro
C20 Cu4 H16 I4 N4 S6,VIXBEK_FSR_macro
Br4 C40 Cu4 H32 N8 S4,VIXBIO_FSR_macro
C22 H26 K2 N4 O12 S2,VIXFAL_FSR_macro
C28 H28 La2 N18 O22,VIXMIA_FSR_macro
C28 H28 N16 O16 Pb2,VIXMUM_FSR_macro
C28 Cd4 H16 N16 O12,VIXNEX_FSR_macro
C28 H16 N16 O12 Zn4,VIXNIB_FSR_macro
C64 H64 N8 O16 Zn4,VIXTUT_FSR_macro
C104 H52 N16 O24 Pr4 S4,VIXTUU_FSR_macro
C104 H52 N16 O24 S4 Sm4,VIXVAC_FSR_macro
C32 H28 N4 O8 Zn2,VIXVOP01_FSR_macro
C72 H80 N8 O16 Zn4,VIXVUV_FSR_macro
Ag4 C36 Cl4 H24 O8,VIXZEJ_FSR_macro
C48 Cd4 H56 N4 O28,VIYFUG_FSR_macro
C36 Cd3 H30 N12 O14,VIYGIV_FSR_macro
C32 Cd2 H28 N24 O4,VIYGOB_FSR_macro
C12 H10 Na2 O14 Rb4,VIYHUJ_FSR_macro
C88 H64 N12 O16 Zn4,VIYJIY_FSR_macro
C88 H72 N12 Ni4 O20,VIYJOE_FSR_macro
C48 H48 N4 Nd4 O32 S6,VIYMAT_FSR_macro
C42 Cd2 H32 N2 O14,VIYQAY_FSR_macro
C20 H40 N4 O24 P4 Zn4,VIYVIL_FSR_macro
C52 H40 N4 O10 Zn2,VIYZAF_FSR_macro
C68 H40 N4 O16 Zn4,VIYZIO01_FSR_macro
Ba4 C36 H16 N8 O16,VIYZOU01_FSR_macro
C32 Cu2 H14 N18,VIZCEN_FSR_macro
Ag2 C22 H26 N4 O8 S2,VIZDIS_FSR_macro
Ag2 C18 H18 N4 O6 S2,VIZDOY_FSR_macro
C28 H20 N6 O14 Zn4,VIZNAV_FSR_macro
Ag1 C40 Cu2 H40 K1 N6 O8,VOBLOO_FSR_macro
C20 Fe2 H16 N28 S4,VOBPIL01_FSR_macro
C28 H28 Mn3 O16,VOBQEK_FSR_macro
C16 Cl4 Cu2 H18 N4,VOBRAH_FSR_macro
C84 H44 N16 O20 S2 Zn4,VOCNAE_FSR_macro
C84 H44 Mn4 N16 O20 S2,VOCNIM_FSR_macro
C57 Co3 H33 N6 O18,VOCXUH_FSR_macro
C14 Cu2 H8 N8 O6,VODLIK_FSR_macro
C28 H18 N6 O10 Zn2,VOFNAH_FSR_macro
Ag4 C20 H20 N8 O12 S4,VOFQEN_FSR_macro
C36 Cd4 H20 N16 O14,VOFVIW_FSR_macro
C48 Cl4 H28 N8 O8 Zn2,VOFXIA_FSR_macro
C64 F32 H12 N4 O16 Zn4,VOGSES_FSR_macro
C16 H16 Mg2 O16,VOGTER_FSR_macro
C8 H8 N20 Na4 O8,VOHBOL_FSR_macro
C16 H44 Na4 O20,VOHSER_FSR_macro
C4 Cs4 H8 O12,VOHSIU_FSR_macro
C6 H6 Mn2 O12,VOJLOY_FSR_macro
C28 H28 O32 Pr4 S4,VOJROC_FSR_macro
C28 Fe2 H24 N4 O12,VOJSUJ_FSR_macro
C6 Fe2 H18 O8 P2,VOKMUE_FSR_macro
C26 H30 N4 Na2 O12,VOKNEO_FSR_macro
C12 H8 N6 Na2 O16,VOLJAH01_FSR_macro
C26 Cu2 F6 H32 N8 O6 S2,VOLKEM_FSR_macro
C8 H12 O28 P4 U4,VOLNOA07_FSR_macro
C108 H60 O26 Zn8,VOLRAQ_FSR_macro
C32 H48 K16 N16 O32,VOMJEN_FSR_macro
Ag4 C44 H32 N12 O8 S4,VOMNIW_FSR_macro
Ag4 C72 H44 N24 O8 S8,VOMNOC_FSR_macro
C192 H144 N24 O40 Zn8,VONBIK_FSR_macro
C132 H88 N12 O30 Zn6,VONBUW_FSR_macro
C12 H28 O12 P4 Zn2,VONBUX02_FSR_macro
C10 H20 O12 P4 Zn4,VONCUY_FSR_macro
C14 Cu2 H22 I2 N4,VONPUL_FSR_macro
Br4 C28 Cu4 H44 N8,VONQAS_FSR_macro
C26 Cu4 H22 I4 N6 O6,VOPBUZ_FSR_macro
C24 Cu2 H28 N12 O12,VOPGIQ_FSR_macro
C88 Co4 H72 N16 O24,VOPHUF_FSR_macro
C36 Cu2 H44 N4 O10,VOPMEU_FSR_macro
C28 Co2 H20 N6 O10,VOPVIH_FSR_macro
Ag2 C14 F6 H28 O6 S8 Si2,VOPWUT_FSR_macro
C24 Cd2 H20 N4 O8,VOQBUZ_FSR_macro
C38 H24 N8 O14 Pb2 S4,VOQDAI_FSR_macro
C22 Cu2 H32 N4 O16,VOQKAP_FSR_macro
C44 H20 N12 O10 Zn2,VOQVOO_FSR_macro
C252 Cd6 H156 N48 O24,VOQWUV_FSR_macro
C20 H40 La4 O32,VORBUA_FSR_macro
C78 Cd6 H54 N6 O30,VORSAY_FSR_macro
C78 Cd6 H42 N6 O24,VORSEC_FSR_macro
Ag2 C22 H12 N2 O8,VORTIH_FSR_macro
C20 Cu2 H14 I2 N2 O4,VORTON01_FSR_macro
C40 Cu4 H28 I4 N4 O8,VORTON_FSR_macro
C32 F8 H20 N4 O8 Zn1,VOTCIS_FSR_macro
C32 H28 N4 O8 Zn1,VOTCOY_FSR_macro
C24 Co1 H22 N4 O10,VOTWIM_FSR_macro
C24 Cu1 H18 N4 O8,VOTWUY_FSR_macro
C24 H22 N4 O10 Zn1,VOTXAF_FSR_macro
Br2 C24 Cd2 H18 N4 O8,VOTXEJ_FSR_macro
C104 H64 N16 O48 Zn12,VOXQIK_FSR_macro
C24 H44 Hg2 S4,VOXTIL_FSR_macro
C80 H64 O32 Zn8,VOYBOC_FSR_macro
Ag8 C184 H128 I8 N16,VOYLOM_FSR_macro
Ag8 C88 H64 N24 O24,VOYTOU_FSR_macro
Ag4 C30 H26 N6 O12,VOYVIQ_FSR_macro
C76 H60 O32 Y4,VOZQAF_FSR_macro
C30 Cu2 H34 N10 O2,VOZQEI03_FSR_macro
C16 H12 Li4 O16,VOZVUD_FSR_macro
C28 H8 N8 O24 Zn4,VUDPIW_FSR_macro
C100 Cu4 H68 N12 O24,VUDYEB_FSR_macro
C54 H42 N14 Ni2 O10,VUDZIE_FSR_macro
C16 H24 N32 S8 Zn4,VUFFAE_FSR_macro
C32 H26 Nd2 O24,VUFFEI_FSR_macro
C8 H28 O28 P8 Sr2,VUJPOF_FSR_macro
C40 H28 N4 O16 Zn4,VUJSID_FSR_macro
